,Average User Rating,Number of Votes,Liked by
31114,3.5103092783505154,97,0.3917525773195876
55241,2.6904761904761907,105,0.13333333333333333
5077,3.2091503267973858,153,0.3202614379084967
349,3.6717411469416708,18327,0.5513177279423801
7187,2.2,15,0.06666666666666667
8710,3.64,75,0.4666666666666667
27888,2.597826086956522,46,0.13043478260869565
46865,1.792929292929293,99,0.1111111111111111
4983,2.9375,32,0.21875
45664,3.142857142857143,21,0.2857142857142857
2533,3.0054112554112553,1848,0.2840909090909091
36525,3.4507829977628637,447,0.38478747203579416
34153,3.9124472573839664,474,0.6582278481012658
63179,4.5,1,1.0
2622,3.303926206244087,2114,0.4295175023651845
8833,3.21160409556314,293,0.310580204778157
6603,3.4565217391304346,23,0.4782608695652174
1266,3.977368893447878,7799,0.7132965764841647
1139,3.125,16,0.375
1558,2.739130434782609,23,0.30434782608695654
60309,3.75,4,0.25
32314,3.1875,40,0.325
6013,1.85423197492163,319,0.07210031347962383
6055,2.65625,32,0.09375
791,3.5,69,0.5217391304347826
33641,3.3333333333333335,6,0.3333333333333333
8260,3.686046511627907,43,0.4883720930232558
7096,4.049618320610687,131,0.7099236641221374
4219,3.0384615384615383,273,0.2857142857142857
47907,3.0,7,0.2857142857142857
777,2.5,18,0.16666666666666666
60647,3.35,70,0.37142857142857144
8830,1.7387755102040816,245,0.044897959183673466
56171,3.2427797833935017,554,0.2888086642599278
8329,3.5714285714285716,7,0.42857142857142855
5624,2.7708333333333335,24,0.125
2544,3.255952380952381,84,0.40476190476190477
4087,2.625,36,0.05555555555555555
5627,3.590909090909091,22,0.5
3537,3.092814371257485,167,0.32335329341317365
6095,2.8636363636363638,11,0.18181818181818182
1275,3.659213318100212,6127,0.5521462379631141
2516,1.6761133603238867,247,0.07692307692307693
7012,2.977272727272727,132,0.1893939393939394
25963,3.8768115942028984,69,0.7391304347826086
5824,2.8275862068965516,87,0.21839080459770116
3259,3.2527409117137913,1733,0.3744950952106174
34321,2.7472527472527473,182,0.08791208791208792
39400,2.042307692307692,130,0.1
47815,1.6,5,0.0
33188,3.183333333333333,30,0.23333333333333334
6570,3.138888888888889,18,0.2222222222222222
56885,3.770618556701031,194,0.5721649484536082
423,3.0175685172171467,1423,0.25087842586085735
2644,3.777534965034965,1144,0.6223776223776224
50851,3.8969072164948453,97,0.5979381443298969
26398,3.253787878787879,132,0.25
3163,3.6608784473953015,979,0.5975485188968335
6627,2.4545454545454546,11,0.18181818181818182
840,2.705399061032864,426,0.19014084507042253
381,3.4147823152210597,2963,0.4316571042861964
6763,2.6987951807228914,332,0.14156626506024098
6058,2.88855421686747,830,0.20120481927710843
2111,3.2356363636363636,1375,0.3730909090909091
64508,2.3333333333333335,15,0.13333333333333333
7156,4.124893435635124,1173,0.7885763000852515
26394,3.482456140350877,57,0.40350877192982454
713,3.443877551020408,98,0.47959183673469385
3777,2.8452380952380953,84,0.2857142857142857
3819,4.153225806451613,930,0.7849462365591398
64321,3.75,2,0.5
756,3.1301369863013697,73,0.3287671232876712
5177,3.893063583815029,346,0.6502890173410405
2508,2.75,6,0.3333333333333333
26915,2.5675675675675675,37,0.1891891891891892
3865,3.283333333333333,600,0.39166666666666666
64234,2.0,5,0.0
873,3.1379310344827585,29,0.4482758620689655
42217,3.9038461538461537,52,0.7692307692307693
27587,3.272727272727273,11,0.36363636363636365
3979,2.5033178500331785,1507,0.1619110816191108
4901,3.581175647305808,2858,0.49685094471658503
6381,2.7,5,0.2
1023,3.7824624935333677,1933,0.6414899120538023
6694,3.7,5,0.4
4206,3.1366906474820144,139,0.34532374100719426
3509,2.925490196078431,255,0.27450980392156865
44397,2.881284916201117,358,0.22346368715083798
337,3.764566624794666,10349,0.6121364383032177
3251,3.3858823529411763,850,0.4576470588235294
8424,2.7142857142857144,7,0.0
44657,3.6794871794871793,39,0.5384615384615384
27736,3.0,8,0.375
55553,3.106837606837607,117,0.29914529914529914
58876,3.262295081967213,61,0.29508196721311475
6874,3.9019552441229655,8848,0.6723553345388789
52604,3.635755258126195,523,0.4569789674952199
8675,3.607594936708861,79,0.5063291139240507
1448,3.40625,32,0.375
770,3.0,17,0.4117647058823529
5549,2.78,25,0.16
4531,2.8213552361396306,487,0.1437371663244353
8784,3.8862905221479833,4041,0.6389507547636724
1675,3.1103896103896105,77,0.3246753246753247
6136,3.8,5,0.8
757,3.7127659574468086,94,0.5851063829787234
6306,3.7777777777777777,153,0.5620915032679739
6297,3.5950342465753424,1168,0.5034246575342466
4432,4.1179487179487175,390,0.7615384615384615
5827,2.7777777777777777,18,0.05555555555555555
8677,3.240740740740741,27,0.37037037037037035
196,2.8810928681375065,7796,0.21190354027706515
8640,2.9698055271238486,977,0.21187308085977483
27266,3.707627118644068,472,0.5508474576271186
6913,2.2,10,0.1
4343,2.8034424139396514,2353,0.19507012324691883
6108,3.433333333333333,15,0.4
6587,1.1747159090909092,352,0.019886363636363636
59501,3.4093851132686086,309,0.4045307443365696
52975,3.566062176165803,386,0.5233160621761658
64652,2.0,1,0.0
8132,3.890492359932088,1178,0.6434634974533107
1893,3.707547169811321,106,0.6698113207547169
1866,3.050239234449761,1045,0.3492822966507177
8123,3.4591836734693877,49,0.4489795918367347
6903,2.1538461538461537,26,0.07692307692307693
634,2.331877729257642,229,0.13100436681222707
2244,1.9596774193548387,62,0.0967741935483871
4870,2.5617283950617282,81,0.14814814814814814
2462,1.6444805194805194,308,0.08116883116883117
6768,3.611111111111111,180,0.49444444444444446
1411,3.8614220877458396,3305,0.6611195158850227
2641,3.1204833141542,4345,0.31783659378596085
7134,3.4347826086956523,69,0.4492753623188406
8955,3.408,125,0.392
907,3.955252918287938,514,0.745136186770428
8532,3.486,250,0.408
2901,3.1720867208672088,1107,0.39656729900632337
59985,3.4266666666666667,75,0.32
2052,2.8703703703703702,1161,0.2566752799310939
4966,3.609907120743034,323,0.4953560371517028
26485,3.5714285714285716,154,0.461038961038961
3733,3.8381410256410255,936,0.6688034188034188
26178,3.6808510638297873,47,0.5957446808510638
3178,3.7536139455782314,2352,0.6173469387755102
7034,3.836075205640423,851,0.6263219741480611
2667,2.5877862595419847,131,0.1984732824427481
4956,3.8329268292682928,410,0.6463414634146342
1135,3.1026875250701966,2493,0.28640192539109505
8631,3.25,30,0.3
4145,2.6363636363636362,11,0.2727272727272727
7491,3.193548387096774,31,0.1935483870967742
3540,2.8920454545454546,88,0.3181818181818182
6391,3.24,25,0.36
5529,2.4444444444444446,252,0.09523809523809523
2268,3.7901817323578,8474,0.6132877035638423
31047,2.7333333333333334,15,0.0
5530,2.7744648318042815,654,0.1926605504587156
80,3.7323369565217392,368,0.625
705,3.530249110320285,281,0.5373665480427047
3618,3.3100624024961,1282,0.41887675507020283
5788,3.6666666666666665,165,0.5454545454545454
3139,2.94,75,0.24
7386,3.646845915201655,967,0.5305067218200621
7569,3.610651974288338,1089,0.46097337006427913
5110,3.4642563681183236,1217,0.4782251437962202
63768,4.0,3,0.6666666666666666
55444,3.8321033210332103,271,0.6125461254612546
363,4.068831168831169,385,0.7922077922077922
4488,3.3751974723538702,633,0.3854660347551343
6806,3.3958333333333335,72,0.4166666666666667
3481,3.8471069549970776,8555,0.6457042665108124
2831,2.549019607843137,51,0.17647058823529413
2500,2.615514333895447,593,0.17537942664418213
7941,4.07089552238806,134,0.7686567164179104
1647,2.7576470588235296,425,0.18588235294117647
60147,3.3636363636363638,11,0.36363636363636365
2050,2.4777947932618685,653,0.1546707503828484
1734,3.9734982332155475,1132,0.7455830388692579
31613,2.264705882352941,17,0.058823529411764705
4555,3.8807692307692307,260,0.6230769230769231
2138,3.725620835857056,1651,0.6123561477892187
6008,3.6262135922330097,103,0.5242718446601942
5764,3.031578947368421,95,0.25263157894736843
639,2.9436435124508518,763,0.2398427260812582
3677,4.01097972972973,592,0.7077702702702703
5225,3.9260534846029174,2468,0.6782820097244733
307,4.013333333333334,3675,0.724625850340136
44889,3.738095238095238,42,0.5476190476190477
31867,2.8726415094339623,106,0.19811320754716982
41573,3.1824480369515014,433,0.29330254041570436
4121,3.251286449399657,1749,0.3350485991995426
26181,3.2962962962962963,54,0.42592592592592593
26509,3.3191489361702127,47,0.3404255319148936
6689,2.89,50,0.16
6745,2.578125,32,0.03125
7398,3.642857142857143,14,0.35714285714285715
25938,3.4523809523809526,84,0.4166666666666667
50151,2.4782608695652173,23,0.13043478260869565
32770,3.675,60,0.5833333333333334
5635,3.409090909090909,121,0.36363636363636365
1406,3.5881057268722465,227,0.6035242290748899
3040,3.192932575142161,1231,0.3696181965881397
26464,3.1216216216216215,74,0.17567567567567569
5448,2.0246913580246915,81,0.04938271604938271
2942,2.9199101796407185,2004,0.25199600798403193
4683,2.8194444444444446,216,0.2361111111111111
31150,3.3297872340425534,47,0.3404255319148936
3989,3.9298245614035086,285,0.7192982456140351
262,3.7695555555555558,2250,0.6182222222222222
2797,3.630098257322951,10788,0.5369855394883204
26294,3.5126050420168067,119,0.40336134453781514
3450,3.3626994680851063,3008,0.4119015957446808
7627,2.75,8,0.0
1443,3.033333333333333,15,0.4
54962,3.336448598130841,107,0.308411214953271
8235,3.974074074074074,135,0.7185185185185186
63781,3.0,2,0.0
7068,3.725,100,0.55
5112,3.590909090909091,176,0.6022727272727273
5440,3.688340807174888,223,0.5874439461883408
4841,3.2857142857142856,56,0.5
1028,3.7286103189007,7714,0.5859476276899145
3535,3.3689086294416244,3940,0.4436548223350254
8978,2.18,175,0.09142857142857143
51418,3.2473684210526317,95,0.23157894736842105
473,2.310747663551402,856,0.1133177570093458
2534,2.265625,64,0.09375
1845,3.736233854520734,1471,0.6254248810333106
2640,3.3875656938387566,8943,0.4199932908419993
62,3.742847582399197,11954,0.5811443868161285
4523,3.5833333333333335,300,0.51
2066,4.17631103074141,553,0.7920433996383364
2682,3.7970588235294116,510,0.6862745098039216
40010,3.4,40,0.475
5486,3.156716417910448,67,0.31343283582089554
8637,2.6666666666666665,9,0.4444444444444444
115,3.659090909090909,22,0.6363636363636364
2005,3.594107551487414,5244,0.5318459191456903
5814,3.5,2,0.5
32261,3.4224137931034484,58,0.41379310344827586
1142,3.1842105263157894,38,0.2894736842105263
3279,2.2083333333333335,12,0.08333333333333333
8129,2.625,48,0.08333333333333333
2906,2.3902439024390243,1025,0.13658536585365855
7898,3.3333333333333335,27,0.2962962962962963
52867,2.691780821917808,73,0.1232876712328767
2934,3.3333333333333335,21,0.47619047619047616
26112,3.2142857142857144,14,0.21428571428571427
6183,3.6889400921658986,434,0.5460829493087558
6421,2.857142857142857,21,0.2857142857142857
738,3.1875,16,0.375
7304,3.6988636363636362,88,0.5681818181818182
54785,2.9827586206896552,145,0.32413793103448274
5776,3.1875,16,0.25
13,3.1940789473684212,760,0.34078947368421053
670,4.211583924349882,423,0.8037825059101655
6214,3.512871287128713,505,0.5108910891089109
6288,3.5222602739726026,292,0.4794520547945205
8857,3.2777777777777777,9,0.2222222222222222
64285,3.4558823529411766,34,0.4411764705882353
1644,2.5108379592915675,3783,0.14432989690721648
1504,3.345679012345679,81,0.49382716049382713
8040,3.53,50,0.46
2726,4.126190476190477,1050,0.7971428571428572
31467,3.393617021276596,47,0.3829787234042553
900,3.822461712989223,1763,0.6460578559273965
64750,2.7,5,0.0
60393,3.8333333333333335,3,0.3333333333333333
63181,3.5,2,0.0
1853,2.016304347826087,92,0.13043478260869565
4902,3.7113564668769716,634,0.5599369085173501
8826,3.5294117647058822,34,0.5
5467,2.903225806451613,31,0.3225806451612903
4093,2.9473684210526314,57,0.17543859649122806
3438,2.756247668780306,2681,0.20365535248041775
2098,2.8264604810996565,291,0.24054982817869416
8168,2.9,25,0.08
5167,3.5153846153846153,65,0.46153846153846156
1017,3.5021041557075225,1901,0.47816938453445557
2408,2.484581497797357,1135,0.11541850220264317
26750,3.236842105263158,114,0.2982456140350877
38435,3.5,1,0.0
8202,3.911764705882353,17,0.7058823529411765
8019,3.444636678200692,289,0.4290657439446367
2211,3.537593984962406,133,0.5338345864661654
5659,3.2857142857142856,28,0.39285714285714285
4402,2.3676470588235294,34,0.08823529411764706
5633,3.6299638989169676,277,0.4657039711191336
4459,3.409090909090909,44,0.5227272727272727
4382,2.982142857142857,28,0.32142857142857145
3798,3.2417685794920037,3189,0.36751332706177486
78,3.1597131681877446,767,0.32333767926988266
3736,3.9975247524752477,202,0.7623762376237624
216,3.2765649365114724,4489,0.3994208064156828
64408,4.25,2,0.5
497,3.8980341204383686,8851,0.6683990509546944
721,2.9,15,0.3333333333333333
5426,3.4857142857142858,35,0.45714285714285713
1708,1.9166666666666667,12,0.08333333333333333
8232,3.8260869565217392,23,0.6521739130434783
30883,1.9959677419354838,124,0.06451612903225806
7461,3.3333333333333335,18,0.2777777777777778
5359,3.4923857868020303,197,0.4365482233502538
1228,4.126119848695998,5023,0.7694604817837946
5076,3.1141552511415527,219,0.2602739726027397
6861,3.3125,16,0.375
7886,3.0,23,0.21739130434782608
2871,3.857191624943104,4394,0.6700045516613564
26271,3.488888888888889,45,0.4
1156,3.236842105263158,19,0.47368421052631576
3344,2.8987341772151898,79,0.3670886075949367
4775,1.1671052631578946,380,0.015789473684210527
2936,4.115384615384615,754,0.76657824933687
4396,2.8865284974093264,965,0.22590673575129533
62925,2.8333333333333335,3,0.0
8722,2.2,40,0.025
5495,2.7444444444444445,45,0.15555555555555556
712,3.46,125,0.432
4158,2.2711069418386494,533,0.12195121951219512
45382,3.21875,112,0.25892857142857145
2999,3.3275862068965516,58,0.41379310344827586
3067,3.9231678486997636,1692,0.7080378250591016
3629,4.115609756097561,1025,0.7668292682926829
3138,3.1659192825112106,223,0.37668161434977576
37,2.881818181818182,55,0.32727272727272727
3614,3.123556581986143,1299,0.3071593533487298
2670,3.904911838790932,794,0.7279596977329975
4165,3.411764705882353,51,0.5294117647058824
854,3.6942148760330578,121,0.5785123966942148
1678,3.7289025715320534,2761,0.6164433176385368
50158,2.851063829787234,47,0.23404255319148937
4617,3.2532894736842106,152,0.34210526315789475
4529,3.656010230179028,391,0.5549872122762148
2972,3.96,300,0.75
2406,3.4924354243542437,8130,0.4798277982779828
121,3.7385159010600706,566,0.6166077738515902
49644,3.2,5,0.2
1434,2.9878048780487805,41,0.2682926829268293
6628,2.027173913043478,92,0.05434782608695652
4268,2.063758389261745,149,0.06711409395973154
54732,2.4609375,128,0.09375
3628,3.4075829383886256,211,0.45023696682464454
5916,3.507142857142857,70,0.44285714285714284
3201,3.9297138047138045,1188,0.6893939393939394
26002,3.4615384615384617,39,0.4358974358974359
6466,3.5711462450592886,253,0.4743083003952569
2101,3.1021505376344085,93,0.34408602150537637
61934,2.5714285714285716,7,0.14285714285714285
4006,3.269130998702983,1542,0.43255512321660183
4376,3.657142857142857,35,0.5428571428571428
26796,3.9310344827586206,29,0.5862068965517241
43869,2.9482758620689653,116,0.21551724137931033
1881,2.7560975609756095,328,0.21646341463414634
6065,3.6226415094339623,53,0.6037735849056604
4897,2.574626865671642,67,0.13432835820895522
2623,2.3653846153846154,26,0.19230769230769232
5153,2.642857142857143,35,0.17142857142857143
7820,4.059659090909091,176,0.7045454545454546
3321,2.75,8,0.0
6207,2.8703703703703702,27,0.2222222222222222
30949,3.1379310344827585,29,0.3793103448275862
49013,2.3115942028985508,69,0.11594202898550725
27416,3.591703056768559,229,0.45414847161572053
4715,2.753623188405797,69,0.2753623188405797
2006,3.3375743327340617,7231,0.4075508228460794
33725,3.4431818181818183,88,0.45454545454545453
4187,3.972647702407002,457,0.7111597374179431
4705,3.7992351816443595,523,0.6367112810707457
5439,2.8018018018018016,111,0.22522522522522523
3511,2.4677966101694917,295,0.1694915254237288
3782,2.7413793103448274,87,0.21839080459770116
5902,3.8532766718854843,4471,0.6412435696712145
8117,3.6538461538461537,104,0.5673076923076923
2767,2.8801169590643276,171,0.3333333333333333
34530,2.081967213114754,244,0.0942622950819672
26819,2.8045112781954886,133,0.14285714285714285
4784,3.6076923076923078,455,0.5604395604395604
3936,3.5416666666666665,324,0.5277777777777778
1765,2.2083333333333335,12,0.16666666666666666
3406,3.743137254901961,255,0.6431372549019608
2197,3.561111111111111,90,0.5555555555555556
8843,2.5454545454545454,22,0.045454545454545456
1707,1.8124092888243832,1378,0.06676342525399129
26865,3.833984375,256,0.61328125
1316,3.5625,32,0.46875
7384,3.4625,40,0.375
7240,2.391304347826087,23,0.043478260869565216
4733,3.175599435825106,709,0.307475317348378
5272,3.5526315789473686,133,0.5413533834586466
2374,2.9072420634920637,1008,0.2400793650793651
746,3.7581521739130435,184,0.6739130434782609
27340,3.0375,40,0.225
2636,2.5104166666666665,48,0.10416666666666667
6959,2.6903719912472646,457,0.13785557986870897
5585,2.055350553505535,271,0.0996309963099631
2448,2.2807551766138854,821,0.11084043848964677
2396,3.8792932511861764,14121,0.66199277671553
2529,3.5987025669642856,7168,0.5404575892857143
4427,4.091013824884793,868,0.7488479262672811
1612,3.2127659574468086,282,0.3971631205673759
60990,4.5,3,1.0
1785,3.4515915119363396,754,0.4708222811671088
3742,3.9354144241119484,929,0.6706135629709364
6296,3.691464137522229,1687,0.5518672199170125
1348,3.9260526315789472,1900,0.6836842105263158
256,2.812332951508209,5238,0.19110347460862925
7006,2.74,50,0.18
54621,3.607142857142857,14,0.42857142857142855
7931,2.8125,8,0.125
1826,1.1752136752136753,234,0.02564102564102564
4451,3.4705882352941178,51,0.4117647058823529
4580,2.287375415282392,301,0.09966777408637874
2671,3.4644335995267674,6762,0.4753031647441585
7837,3.0,16,0.1875
57530,2.7857142857142856,7,0.14285714285714285
34299,3.875,4,0.5
56060,3.6363636363636362,22,0.45454545454545453
56744,3.5,4,0.25
32582,3.837719298245614,114,0.631578947368421
55402,3.4,15,0.4666666666666667
32022,3.461038961038961,77,0.4025974025974026
3483,3.0868498527968598,1019,0.2914622178606477
968,3.6289861970490245,4202,0.5766301761066159
5644,3.7550607287449393,247,0.5870445344129555
7352,3.61271676300578,173,0.4913294797687861
49200,3.6,30,0.5
1245,3.9929237697008686,3109,0.7262785461563204
8923,3.5368852459016393,122,0.4344262295081967
320,3.2219512195121953,205,0.4146341463414634
2064,3.959701840204985,4293,0.7265315630095505
27841,3.5416666666666665,12,0.4166666666666667
8518,3.7941176470588234,17,0.5882352941176471
26487,3.175925925925926,54,0.2037037037037037
8882,3.2971014492753623,69,0.2753623188405797
8903,2.4375,40,0.05
6615,2.496630727762803,742,0.1509433962264151
5860,2.9,20,0.2
816,3.2142857142857144,49,0.3877551020408163
8133,3.6578947368421053,38,0.6052631578947368
4180,2.4565217391304346,46,0.21739130434782608
2951,3.945379436964504,3268,0.7126682986536108
47124,3.0533980582524274,103,0.23300970873786409
4259,3.4491525423728815,177,0.4463276836158192
31045,2.2,15,0.0
6864,3.8160919540229883,87,0.6551724137931034
5655,2.7122641509433962,106,0.10377358490566038
37976,3.75,4,0.5
257,3.430142566191446,2455,0.4240325865580448
31528,3.6733333333333333,75,0.6
8341,3.6309963099630997,271,0.5202952029520295
5427,2.755813953488372,129,0.18604651162790697
6373,3.2106836495970885,3847,0.2783987522744996
3303,3.403225806451613,31,0.5806451612903226
1475,3.022504892367906,511,0.33072407045009783
4438,3.6954314720812182,197,0.5685279187817259
6788,2.45,60,0.016666666666666666
2226,3.0930232558139537,43,0.32558139534883723
26465,2.35,30,0.06666666666666667
8611,3.5,37,0.40540540540540543
61638,1.5,1,0.0
8704,2.3333333333333335,6,0.0
7150,2.871287128712871,505,0.14653465346534653
63989,3.3,5,0.2
60161,3.6729559748427674,159,0.48427672955974843
56067,2.3333333333333335,3,0.0
3585,3.2169811320754715,53,0.4528301886792453
4840,3.6745283018867925,106,0.6132075471698113
37545,3.6931818181818183,44,0.5454545454545454
1488,3.0558659217877095,2148,0.28677839851024206
27788,3.443632567849687,479,0.3945720250521921
8660,3.088235294117647,17,0.4117647058823529
6493,2.6156351791530943,307,0.1270358306188925
46581,2.5,1,0.0
4751,2.8979591836734695,49,0.22448979591836735
4998,3.738993710691824,159,0.6415094339622641
6422,3.659235668789809,157,0.5159235668789809
4241,1.414448669201521,263,0.07224334600760456
516,3.0897085610200365,2196,0.2809653916211293
3767,2.025597269624573,293,0.05460750853242321
6127,3.5681818181818183,66,0.5606060606060606
2557,3.5783132530120483,83,0.5662650602409639
4222,2.254777070063694,157,0.12738853503184713
8268,3.0443037974683542,237,0.17721518987341772
1152,3.5235849056603774,106,0.5188679245283019
621,3.585201793721973,223,0.547085201793722
32361,3.3,10,0.4
3553,2.716666666666667,360,0.17777777777777778
39439,3.5,1,0.0
7050,3.65,50,0.52
3902,2.8771929824561404,57,0.2631578947368421
8902,2.425,20,0.15
50806,1.948905109489051,137,0.10948905109489052
888,2.2176470588235295,425,0.12705882352941175
43333,3.8482758620689657,145,0.6482758620689655
4478,3.35790273556231,658,0.3844984802431611
3527,3.6011691244851867,7527,0.5306230902085824
5182,2.5625,32,0.15625
5001,3.547008547008547,117,0.5641025641025641
4706,3.0,109,0.3119266055045872
700,3.240498034076016,763,0.3931847968545216
65025,2.0,1,0.0
5503,3.347826086956522,69,0.37681159420289856
